tweet_id,date,tweet_body,roberta_sentiment,roberta_pos_score,roberta_neg_score,roberta_neu_score,sentiment_polarity,like_count,retweet_count,engagement_score,Open,Close,pct_change
1569744148881866758,2022-09-13,Anyone know who the secret clients are? Let’s out them on Twitter rn haha.,neutral,0.088704504,0.024030909,0.8872646,0.064673595,17445,1668,19113,292.8999938964844,292.1300048828125,-0.2628846123991391
1564993132873146368,2022-08-31,Now launching every ~5 days,neutral,0.094913274,0.009655347,0.8954314,0.085257925,54563,4201,58764,280.6199951171875,275.6099853515625,-1.7853359891667056
1564744331554131971,2022-08-30,Kickass Internet connection coming Royal Caribbean ships soon!,positive,0.5246713,0.017398512,0.45793018,0.5072728,60405,4253,64658,287.8699951171875,277.70001220703125,-3.532838810108085
1562935219644235776,2022-08-25,Livestream of big news in about an hour,neutral,0.43363097,0.0040226486,0.5623464,0.42960832,23881,2061,25942,302.3599853515625,296.07000732421875,-2.0802944609321283
1562477813613047811,2022-08-24,This is something special,positive,0.9438249,0.0046612895,0.051513854,0.9391636,38733,3611,42344,297.5633239746094,297.0966796875,-0.1568218424489683
1557199901737373696,2022-08-10,Quite the day,neutral,0.38974535,0.058940656,0.55131394,0.3308047,29720,2061,31781,297.0666809082031,294.3566589355469,-0.9122604946374572
1554335028313718784,2022-08-02,Worth reading. This is a close match for my philosophy.,positive,0.7701616,0.0065152906,0.22332315,0.76364636,42069,4165,46234,294.0033264160156,300.586669921875,2.2392071498347343
1554230257997209601,2022-08-01,Still time to vote!,neutral,0.34983122,0.031193972,0.6189748,0.31863725,24344,1746,26090,301.27667236328125,297.27667236328125,-1.327683278171891
1551557938573189120,2022-07-25,"Single-piece casting reduces weight, greatly simplifies factory, increases ride quality &amp; reduces road noise",positive,0.6834725,0.020668685,0.29585883,0.6628038,65740,5101,70841,272.2166748046875,268.4333190917969,-1.389832461808279
1550556341827211265,2022-07-22,Congrats to SpaceX team on record number of launches!,positive,0.9808592,0.0008761578,0.018264629,0.9799831,41987,2457,44444,276.2200012207031,272.24334716796875,-1.4396691170662117
1549447559713890306,2022-07-19,One of the best features of Model X,positive,0.9700168,0.0016707155,0.028312521,0.96834606,97706,6366,104072,245.0,245.52999877929688,0.2163260323660714
1549288086944845825,2022-07-19,Please vote your shares with Tesla!,neutral,0.18081544,0.028714115,0.7904704,0.15210132,30709,2457,33166,245.0,245.52999877929688,0.2163260323660714
1547743421581864963,2022-07-15,Dragon launching in 2 mins,neutral,0.12106665,0.008421684,0.87051165,0.11264497,45437,3254,48691,240.0,240.0666656494141,0.0277773539225378
1546367753870770177,2022-07-11,These polar launches will enable complete coverage of Earth (where approved by local government),positive,0.52938145,0.0049501928,0.46566835,0.5244313,50324,4009,54333,252.10333251953125,234.3433380126953,-7.044728179251663
1545150462214623232,2022-07-07,Starlink for boats!,neutral,0.3440604,0.019372793,0.63656676,0.3246876,93487,6651,100138,233.9199981689453,244.5433349609375,4.5414401826044974
1880388456955932894,2025-01-17,Starlink now available in 120 countries,neutral,0.2314724,0.0071799783,0.76134753,0.22429243,89121,11040,100161,421.5,426.5,1.1862396204033214
1880383923039137988,2025-01-17,The mayor of LA prioritizes politics over helping people …,neutral,0.06134611,0.40904212,0.52961177,-0.347696,85677,18533,104210,421.5,426.5,1.1862396204033214
1880341792840905101,2025-01-17,Amazing!,positive,0.9055819,0.008369338,0.08604881,0.89721256,337225,46310,383535,421.5,426.5,1.1862396204033214
1880338254177923562,2025-01-17,33 Raptor engines with enough thrust to lift a skyscraper off its foundations,neutral,0.33378848,0.025145743,0.6410657,0.30864275,135403,14143,149546,421.5,426.5,1.1862396204033214
1880285306353754575,2025-01-17,Major and immediate action is needed to prevent America from going bankrupt,negative,0.038043432,0.49761578,0.46434087,-0.45957235,119739,20888,140627,421.5,426.5,1.1862396204033214
1880162891283984417,2025-01-17,"To reiterate, the legacy news headlines are false. This fire has nothing to do with Tesla and our Megapacks are operating well.",neutral,0.10707667,0.3363504,0.556573,-0.22927374,73493,15935,89428,421.5,426.5,1.1862396204033214
1880162305733976105,2025-01-17,We’ve come a long way,positive,0.88627136,0.005027897,0.10870073,0.88124347,231812,17861,249673,421.5,426.5,1.1862396204033214
1880149311826371017,2025-01-17,It’s harder than it looks,negative,0.03828896,0.7110453,0.2506656,-0.6727564,249869,29756,279625,421.5,426.5,1.1862396204033214
1880148743204532679,2025-01-17,A 12-year-old script kiddie could hack into Yellen’s computer. I doubt she knows how to reboot her WiFi router.,negative,0.008310236,0.86045974,0.13123007,-0.8521495,108073,21099,129172,421.5,426.5,1.1862396204033214
1880122011948839203,2025-01-17,A common story,neutral,0.11999647,0.09914729,0.78085625,0.020849183,22430,3233,25663,421.5,426.5,1.1862396204033214
1880120374702272764,2025-01-17,Atmospheric reentry speed is more than twice as fast as a bullet from an assault rifle and this is the largest flying object ever made,positive,0.47075355,0.0677893,0.46145707,0.40296423,294103,33025,327128,421.5,426.5,1.1862396204033214
1880114193078350193,2025-01-17,Slavery was almost everywhere and still exists in some parts of the world,negative,0.0064401934,0.82014054,0.17341928,-0.8137003,73839,13422,87261,421.5,426.5,1.1862396204033214
1880112220551647335,2025-01-17,Starship is the first rocket design where success in making life multiplanetary is in the set of possible outcomes,positive,0.645717,0.006657208,0.34762576,0.63905984,63762,8386,72148,421.5,426.5,1.1862396204033214
1880063684837535879,2025-01-17,Thanks 🚀✨,positive,0.8225583,0.0034466486,0.1739951,0.81911165,39200,3508,42708,421.5,426.5,1.1862396204033214
1880063488489668867,2025-01-17,"Maybe she clicked on the “send me 1 btc, I send you 2btc” email 😂",neutral,0.09264961,0.08637291,0.82097745,0.006276697,126346,12495,138841,421.5,426.5,1.1862396204033214
1880056422689566756,2025-01-17,"Entitlements fraud is &gt;10%, maybe &gt;20%",negative,0.026719512,0.5193181,0.45396233,-0.4925986,83207,22357,105564,421.5,426.5,1.1862396204033214
1880010957696692704,2025-01-16,Indeed,neutral,0.16750957,0.16654745,0.6659429,0.0009621233,57906,9183,67089,423.489990234375,413.8200073242188,-2.2834029453221474
1879960249769357757,2025-01-16,The New York Times is evil propaganda,negative,0.0037339244,0.9381076,0.058158416,-0.9343737,137686,20102,157788,423.489990234375,413.8200073242188,-2.2834029453221474
1879958967956484212,2025-01-16,Sick burn by Bessent 🔥🔥🤣🤣,positive,0.5026193,0.095653675,0.40172705,0.40696564,75434,11121,86555,423.489990234375,413.8200073242188,-2.2834029453221474
1879956005922193458,2025-01-16,"Wow, a lot has happened in 21 years!",positive,0.6017737,0.06843173,0.32979468,0.53334194,601979,32865,634844,423.489990234375,413.8200073242188,-2.2834029453221474
1879948518984675779,2025-01-16,Haha sick burn 🤣🤣,neutral,0.25149456,0.3528311,0.39567435,-0.10133654,62962,3478,66440,423.489990234375,413.8200073242188,-2.2834029453221474
1879945057891152310,2025-01-16,Earth sure owes Earth a lot of money 😂,negative,0.07073167,0.48893493,0.4403334,-0.41820326,62505,8974,71479,423.489990234375,413.8200073242188,-2.2834029453221474
1879944789359227289,2025-01-16,Much appreciated!,positive,0.949765,0.0026074362,0.047627546,0.94715756,191721,9563,201284,423.489990234375,413.8200073242188,-2.2834029453221474
1879938111406501947,2025-01-16,"This is a step in the right direction, but the results will speak for themselves",positive,0.9045403,0.0017540405,0.09370567,0.90278625,66831,11920,78751,423.489990234375,413.8200073242188,-2.2834029453221474
1879937966019342663,2025-01-16,Platform manipulation that degrades the experience for other users is not ok,negative,0.0020791518,0.9634902,0.034430698,-0.96141106,15384,2299,17683,423.489990234375,413.8200073242188,-2.2834029453221474
1879934826238853536,2025-01-16,Very sensible words from Scott Bessent,positive,0.7895327,0.008677756,0.2017896,0.78085494,78828,15411,94239,423.489990234375,413.8200073242188,-2.2834029453221474
1879931240201252875,2025-01-16,The full truth is horrific,negative,0.0070767957,0.8634471,0.12947609,-0.85637033,154462,36090,190552,423.489990234375,413.8200073242188,-2.2834029453221474
1879924255930081392,2025-01-16,Unconscionable that 145 elected representatives voted AGAINST deporting illegal migrant rapists!,negative,0.0038361237,0.94494593,0.051217902,-0.94110984,295103,68156,363259,423.489990234375,413.8200073242188,-2.2834029453221474
1879923478125818020,2025-01-16,Every Starship launch is one more step towards Mars,neutral,0.3149874,0.010508338,0.6745043,0.30447906,69743,8166,77909,423.489990234375,413.8200073242188,-2.2834029453221474
1879920878424916035,2025-01-16,I hope this is a proper investigation,neutral,0.1379508,0.1794603,0.6825889,-0.04150951,67361,11296,78657,423.489990234375,413.8200073242188,-2.2834029453221474
1879897217651372295,2025-01-16,"Thanks to great work by the @xAI team and support from many others, which is much appreciated!",positive,0.9883398,0.001208801,0.0104514,0.987131,37353,6145,43498,423.489990234375,413.8200073242188,-2.2834029453221474
1879890300040343884,2025-01-16,"Well done, @JeffBezos, and the Blue Origin team!",positive,0.955968,0.0015737057,0.042458232,0.95439434,459432,23869,483301,423.489990234375,413.8200073242188,-2.2834029453221474
1879886394535059661,2025-01-16,"There are still people like Sam Harris who think that ANY lie, no mattter how depraved, is justified to prevent @realDonaldTrump from being democratically elected or, if elected, to remove from office.

Is TDS curable or does the brain turn into irreparable melted goo?",negative,0.0111102965,0.8047171,0.18417257,-0.7936068,108556,18763,127319,423.489990234375,413.8200073242188,-2.2834029453221474
1879806927066284363,2025-01-16,Cool,positive,0.7715886,0.009975352,0.21843603,0.76161325,30497,2831,33328,423.489990234375,413.8200073242188,-2.2834029453221474
1879804318611808717,2025-01-16,Absolutely,neutral,0.31106195,0.23299025,0.45594782,0.0780717,85548,13677,99225,423.489990234375,413.8200073242188,-2.2834029453221474
1879795264049107437,2025-01-16,Looting is not normally considered a felony?,negative,0.01321239,0.66311246,0.32367516,-0.6499001,112285,19670,131955,423.489990234375,413.8200073242188,-2.2834029453221474
1879793206973591769,2025-01-16,"Congratulations on reaching orbit on the first attempt! 
@JeffBezos",positive,0.97492,0.0011455441,0.023934497,0.97377443,211973,9685,221658,423.489990234375,413.8200073242188,-2.2834029453221474
1879747081407283484,2025-01-16,Amen,neutral,0.24938297,0.23543619,0.5151808,0.0139467865,214897,23425,238322,423.489990234375,413.8200073242188,-2.2834029453221474
1879746393662972099,2025-01-16,True,neutral,0.40516117,0.0926248,0.502214,0.31253636,26187,4467,30654,423.489990234375,413.8200073242188,-2.2834029453221474
1879689143544156452,2025-01-16,This is cool,positive,0.9830435,0.0014128452,0.015543662,0.9816306,195992,28160,224152,423.489990234375,413.8200073242188,-2.2834029453221474
1879628213607088485,2025-01-15,You are the media now,negative,0.025636341,0.51726764,0.457096,-0.4916313,118991,14745,133736,409.8999938964844,428.2200012207031,4.469384629667807
1879591242457379130,2025-01-15,Gavin Newsom is a scumbag,negative,0.00256129,0.970666,0.026772775,-0.9681047,185761,44536,230297,409.8999938964844,428.2200012207031,4.469384629667807
1879587561213206744,2025-01-15,I love my Chinese alter-ego 😂,positive,0.9798575,0.0025919972,0.017550485,0.97726554,60275,4226,64501,409.8999938964844,428.2200012207031,4.469384629667807
1879538875967914311,2025-01-15,Pam Bondi is an excellent choice for AG. Someone who truly cares about justice.,positive,0.892361,0.0070554814,0.10058352,0.8853055,204858,25685,230543,409.8999938964844,428.2200012207031,4.469384629667807
1879538584535117948,2025-01-15,This is the way,positive,0.4998975,0.03184466,0.4682578,0.46805286,73996,4591,78587,409.8999938964844,428.2200012207031,4.469384629667807
1879533559276536183,2025-01-15,"Um no, cyanide and arsenic are poisons, whereas sugar is edible. You don’t see a pile of bodies outside a candy store lmao. 

That said, sugar should only be eaten occasionally and in small quantities.",negative,0.03614054,0.62330806,0.34055132,-0.5871675,141583,11413,152996,409.8999938964844,428.2200012207031,4.469384629667807
1879528739580817659,2025-01-15,"The only reason to ban voter ID is to commit voting fraud. 

Some playbook there as here.",negative,0.015826408,0.7056326,0.27854094,-0.6898062,238254,55943,294197,409.8999938964844,428.2200012207031,4.469384629667807
1879525680679121166,2025-01-15,"Thank you, glad to be of service! 🇺🇸🇺🇸",positive,0.9866099,0.0012238604,0.012166286,0.985386,45534,5949,51483,409.8999938964844,428.2200012207031,4.469384629667807
1879520605634220362,2025-01-15,"More things on my plate now, but that’s still pretty much true. 

I do play video games as my one recreational activity to quiet my mind. Some days are real tough, so playing video games is my strange solace.",positive,0.6459882,0.043876868,0.31013492,0.60211134,57396,5945,63341,409.8999938964844,428.2200012207031,4.469384629667807
1879519790311834034,2025-01-15,"Another reason why citizen journalism is so critically important. 

You, the people, must be the media, as it is the only way for your fellow citizens to know the truth.",positive,0.59184116,0.035470292,0.37268856,0.55637085,60084,14273,74357,409.8999938964844,428.2200012207031,4.469384629667807
1879517865394721277,2025-01-15,The Labour minister for child welfare shields the predators and their anti-corruption minister is corrupt 🤨,negative,0.009335278,0.84763926,0.14302538,-0.838304,99750,24663,124413,409.8999938964844,428.2200012207031,4.469384629667807
1879517301403467966,2025-01-15,"Lawfare needs to stop. 

Instead of fighting real crime, under the Democrats, citizens are prosecuted, while serious criminals run free. 

In fact many of the criminals are in the government. At least for another 5 days.",negative,0.008407643,0.8860218,0.105570585,-0.87761414,70834,13089,83923,409.8999938964844,428.2200012207031,4.469384629667807
1879427815352959268,2025-01-15,Yes. Count on it.,positive,0.5462418,0.032835037,0.42092317,0.51340675,121894,12219,134113,409.8999938964844,428.2200012207031,4.469384629667807
1879426713035436199,2025-01-15,"You are the media now. 

This is an incredibly profound change.",neutral,0.2688098,0.19855966,0.53263056,0.07025014,65256,13011,78267,409.8999938964844,428.2200012207031,4.469384629667807
1879425196865810452,2025-01-15,Absolutely,neutral,0.31106195,0.23299025,0.45594782,0.0780717,65886,10431,76317,409.8999938964844,428.2200012207031,4.469384629667807
1879424568974344239,2025-01-15,Something like that 🤭,neutral,0.11975533,0.13432917,0.74591553,-0.014573842,36380,3048,39428,409.8999938964844,428.2200012207031,4.469384629667807
